date,district_id,district_name,commodity_name,state_name,avg_modal_price,avg_min_price,avg_max_price,calculationType,change
2024-02-07,497,Nandurbar,Wheat,Maharashtra,2638.0,2303.0,2850.0,Daily,-112.5
2024-02-06,497,Nandurbar,Wheat,Maharashtra,2750.5,2258.5,3077.5,Daily,175.5
2024-02-05,497,Nandurbar,Wheat,Maharashtra,2575.0,2300.0,2851.0,Daily,-162.5
2024-02-02,497,Nandurbar,Wheat,Maharashtra,2737.5,2175.5,3111.5,Daily,124.5
2024-02-01,497,Nandurbar,Wheat,Maharashtra,2613.0,2425.5,2873.5,Daily,113.0
2024-01-31,497,Nandurbar,Wheat,Maharashtra,2500.0,2300.0,3141.0,Daily,-250.0
2024-01-30,497,Nandurbar,Wheat,Maharashtra,2750.0,2426.0,3075.0,Daily,475.5
2024-01-29,497,Nandurbar,Wheat,Maharashtra,2274.5,2150.0,2500.0,Daily,-61.5
2024-01-27,497,Nandurbar,Wheat,Maharashtra,2336.0,2200.0,2510.0,Daily,-714.0
2024-01-25,497,Nandurbar,Wheat,Maharashtra,3050.0,2275.0,3333.0,Daily,240.0
2024-01-24,497,Nandurbar,Wheat,Maharashtra,2810.0,2350.0,3155.0,Daily,72.5
2024-01-23,497,Nandurbar,Wheat,Maharashtra,2737.5,2255.0,3045.5,Daily,188.0
2024-01-18,497,Nandurbar,Wheat,Maharashtra,2549.5,2381.0,3015.5,Daily,-50.5
2024-01-17,497,Nandurbar,Wheat,Maharashtra,2600.0,2333.5,2953.5,Daily,-570.0
2024-01-16,497,Nandurbar,Wheat,Maharashtra,3170.0,3170.0,3170.0,Daily,410.0
2024-01-12,497,Nandurbar,Wheat,Maharashtra,2760.0,2290.0,3000.0,Daily,110.0
2024-01-11,497,Nandurbar,Wheat,Maharashtra,2650.0,2311.0,3100.0,Daily,-74.5
2024-01-10,497,Nandurbar,Wheat,Maharashtra,2724.5,2286.0,3088.5,Daily,149.5
2024-01-09,497,Nandurbar,Wheat,Maharashtra,2575.0,2162.5,3032.5,Daily,-100.0
2024-01-08,497,Nandurbar,Wheat,Maharashtra,2675.0,2300.0,3031.0,Daily,-100.5
2024-01-05,497,Nandurbar,Wheat,Maharashtra,2775.5,2600.5,2956.5,Daily,375.5
2024-01-04,497,Nandurbar,Wheat,Maharashtra,2400.0,2200.0,2596.0,Daily,-237.5
2024-01-03,497,Nandurbar,Wheat,Maharashtra,2637.5,2299.5,3075.0,Daily,62.5
2024-01-02,497,Nandurbar,Wheat,Maharashtra,2575.0,2375.0,2725.5,Daily,245.0
2024-01-01,497,Nandurbar,Wheat,Maharashtra,2330.0,2322.33,2413.0,Daily,-78.67
2023-12-29,497,Nandurbar,Wheat,Maharashtra,2408.67,2297.0,2550.0,Daily,-49.83
2023-12-28,497,Nandurbar,Wheat,Maharashtra,2458.5,2392.0,2492.0,Daily,58.5
2023-12-27,497,Nandurbar,Wheat,Maharashtra,2400.0,2311.0,2500.0,Daily,300.0
2023-12-26,497,Nandurbar,Wheat,Maharashtra,2100.0,2100.0,2100.0,Daily,-575.0
2023-12-22,497,Nandurbar,Wheat,Maharashtra,2675.0,2350.0,3021.0,Daily,175.0
2023-12-20,497,Nandurbar,Wheat,Maharashtra,2500.0,2300.0,2701.0,Daily,108.33
2023-12-19,497,Nandurbar,Wheat,Maharashtra,2391.67,2300.33,2525.0,Daily,-520.33
2023-12-18,497,Nandurbar,Wheat,Maharashtra,2912.0,2500.0,3152.0,Daily,352.0
2023-12-15,497,Nandurbar,Wheat,Maharashtra,2560.0,2290.0,2810.0,Daily,-25.5
2023-12-14,497,Nandurbar,Wheat,Maharashtra,2585.5,2460.5,2900.0,Daily,344.5
2023-12-13,497,Nandurbar,Wheat,Maharashtra,2241.0,2000.0,2500.0,Daily,-434.5
2023-12-12,497,Nandurbar,Wheat,Maharashtra,2675.5,2462.5,2970.5,Daily,57.83
2023-12-11,497,Nandurbar,Wheat,Maharashtra,2617.67,2416.67,2825.33,Daily,-92.33
2023-12-08,497,Nandurbar,Wheat,Maharashtra,2710.0,2525.0,2890.33,Daily,84.5
2023-12-07,497,Nandurbar,Wheat,Maharashtra,2625.5,2380.0,2800.5,Daily,228.5
2023-12-06,497,Nandurbar,Wheat,Maharashtra,2397.0,2284.0,2500.0,Daily,-378.0
